jd_id,job_title,cluster_id,cluster_name,distance_to_centroid,file_path
977,Trưởng Phòng Kinh Doanh Phân Phối,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.5068,data\raw\jds\cntt\jd_0977_truong_phong_kinh_doanh_phan_phoi.txt
978,Thiết Kế Đồ Họa,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.5484,data\raw\jds\cntt\jd_0978_thiet_ke_o_hoa.txt
979,Nhân Viên Thiết Kế,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4003,data\raw\jds\cntt\jd_0979_nhan_vien_thiet_ke.txt
980,Giám đốc phát triển kinh doanh,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.6422,data\raw\jds\cntt\jd_0980_giam_oc_phat_trien_kinh_doanh.txt
981,Phát triển kinh doanh,18,"Nhà / kinh (Jira, Figma, Confluence)",0.56,data\raw\jds\cntt\jd_0981_phat_trien_kinh_doanh.txt
982,Chất lượng Chuyên gia (Trực quan hóa 3D),13,"3D / Thiết (Photoshop, Unity, Maya)",0.739,data\raw\jds\cntt\jd_0982_chat_luong_chuyen_gia_truc_quan_hoa_3d.txt
983,ADMIN Xây Dựng Và Vận Hành Web Cung Ứng Nhân Lực,11,"IT / Quản (VMware, Triển khai và vận hành hệ thống VOIP (Asterisk, FreePbx, FreeSWITCH, Kamailio, OpenSIPS, 3CX), Giao thức SIP, RTP, WebRTC, STUN/TURN/ICE, NAT Traversal)",0.6547,data\raw\jds\cntt\jd_0983_admin_xay_dung_va_van_hanh_web_cung_ung_.txt
984,Nhân Viên Thiết Kế,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3358,data\raw\jds\cntt\jd_0984_nhan_vien_thiet_ke.txt
985,Thực Tập Sinh Design,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3881,data\raw\jds\cntt\jd_0985_thuc_tap_sinh_design.txt
986,Lập Trình CNC,1,"CNC / Máy (Lập trình CNC, NX, Mastercam)",0.4361,data\raw\jds\cntt\jd_0986_lap_trinh_cnc.txt
987,Designer,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3573,data\raw\jds\cntt\jd_0987_designer.txt
988,Thiết Kế,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3398,data\raw\jds\cntt\jd_0988_thiet_ke.txt
989,Nhân Viên Thiết Kế Giải Pháp,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.6904,data\raw\jds\cntt\jd_0989_nhan_vien_thiet_ke_giai_phap.txt
990,Phó Phòng Kinh Doanh,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.6065,data\raw\jds\cntt\jd_0990_pho_phong_kinh_doanh.txt
991,Chuyên Viên Chuyển Đổi Số Nội Bộ,18,"Nhà / kinh (Jira, Figma, Confluence)",0.5513,data\raw\jds\cntt\jd_0991_chuyen_vien_chuyen_oi_so_noi_bo.txt
992,"Nhà thiết kế đồ họa 3D, 2D",13,"3D / Thiết (Photoshop, Unity, Maya)",0.4305,data\raw\jds\cntt\jd_0992_nha_thiet_ke_o_hoa_3d_2d.txt
993,Kiến trúc sư giải pháp,6,"Developer / Java (Java, MySQL, Oracle)",0.4391,data\raw\jds\cntt\jd_0993_kien_truc_su_giai_phap.txt
994,Giám Đốc Trung Tâm Blockchain,11,"IT / Quản (VMware, Triển khai và vận hành hệ thống VOIP (Asterisk, FreePbx, FreeSWITCH, Kamailio, OpenSIPS, 3CX), Giao thức SIP, RTP, WebRTC, STUN/TURN/ICE, NAT Traversal)",0.7834,data\raw\jds\cntt\jd_0994_giam_oc_trung_tam_blockchain.txt
995,Brse (N2 UP),6,"Developer / Java (Java, MySQL, Oracle)",0.4591,data\raw\jds\cntt\jd_0995_brse_n2_up.txt
996,Kiến trúc sư giải pháp,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.7032,data\raw\jds\cntt\jd_0996_kien_truc_su_giai_phap.txt
997,Project Manager,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.5794,data\raw\jds\cntt\jd_0997_project_manager.txt
998,Lãnh đạo kỹ thuật,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.4766,data\raw\jds\cntt\jd_0998_lanh_ao_ky_thuat.txt
999,Nhân Viên Kinh Doanh Phần Mềm Vận Tải,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.5701,data\raw\jds\cntt\jd_0999_nhan_vien_kinh_doanh_phan_mem_van_tai.txt
1000,Project Manager,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.5946,data\raw\jds\cntt\jd_1000_project_manager.txt
1001,Nhà thiết kế đồ họa chuyển động,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3788,data\raw\jds\cntt\jd_1001_nha_thiet_ke_o_hoa_chuyen_ong.txt
1002,Người kiểm tra hiệu suất,10,"Tester / Manual (Kiểm thử phần mềm, SQL, Viết Testcase)",0.6166,data\raw\jds\cntt\jd_1002_nguoi_kiem_tra_hieu_suat.txt
1003,Thực Tập Sinh Design,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.5279,data\raw\jds\cntt\jd_1003_thuc_tap_sinh_design.txt
1004,Nhân Viên Phát Triển Phần Mềm,6,"Developer / Java (Java, MySQL, Oracle)",0.4852,data\raw\jds\cntt\jd_1004_nhan_vien_phat_trien_phan_mem.txt
1005,Phát triển sản phẩm giày dép - Nhà phát triển,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.7524,data\raw\jds\cntt\jd_1005_phat_trien_san_pham_giay_dep_nha_phat_tr.txt
1006,Sales Consultant,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.5466,data\raw\jds\cntt\jd_1006_sales_consultant.txt
1007,Chuyên Viên Thiết Kế,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.6947,data\raw\jds\cntt\jd_1007_chuyen_vien_thiet_ke.txt
1008,Nhân Viên Kinh Doanh Tư Vấn Website,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.5864,data\raw\jds\cntt\jd_1008_nhan_vien_kinh_doanh_tu_van_website.txt
1009,Nhân Viên Tư Vấn Website,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.6216,data\raw\jds\cntt\jd_1009_nhan_vien_tu_van_website.txt
1010,Thiết kế đồ họa sáng tạo thực tập,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3253,data\raw\jds\cntt\jd_1010_thiet_ke_o_hoa_sang_tao_thuc_tap.txt
1011,Nhân Viên Tư Vấn,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.5709,data\raw\jds\cntt\jd_1011_nhan_vien_tu_van.txt
1012,Nhân Viên Thiết Kế,18,"Nhà / kinh (Jira, Figma, Confluence)",0.5596,data\raw\jds\cntt\jd_1012_nhan_vien_thiet_ke.txt
1013,Chuyên Viên Phát Triển Thị Trường,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.7026,data\raw\jds\cntt\jd_1013_chuyen_vien_phat_trien_thi_truong.txt
1014,Nhân Viên Tư Vấn/ Kinh Doanh Dịch Vụ Phần Mềm,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.5696,data\raw\jds\cntt\jd_1014_nhan_vien_tu_van_kinh_doanh_dich_vu_phan.txt
1015,Nhà phát triển Winform,6,"Developer / Java (Java, MySQL, Oracle)",0.457,data\raw\jds\cntt\jd_1015_nha_phat_trien_winform.txt
1016,TechLead (NodeJS),8,"Developer / Nhà (CSS, HTML, JavaScript)",0.6127,data\raw\jds\cntt\jd_1016_techlead_nodejs.txt
1017,Nhân Viên Thiết Kế Đồ Họa,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3968,data\raw\jds\cntt\jd_1017_nhan_vien_thiet_ke_o_hoa.txt
1018,Chuyên gia danh mục thẻ cao cấp,14,"tích / Phân (SQL, Excel, Python)",0.6982,data\raw\jds\cntt\jd_1018_chuyen_gia_danh_muc_the_cao_cap.txt
1019,Nhân Viên Thiết Kế,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3609,data\raw\jds\cntt\jd_1019_nhan_vien_thiet_ke.txt
1020,Nhân Viên Kinh Doanh Phần Mềm,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.5746,data\raw\jds\cntt\jd_1020_nhan_vien_kinh_doanh_phan_mem.txt
1021,Chuyên Viên Kinh Doanh Giải Pháp Phần Mềm,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.7352,data\raw\jds\cntt\jd_1021_chuyen_vien_kinh_doanh_giai_phap_phan_me.txt
1022,Kỹ Sư Cầu Nối,15,"Developer / Tiếng (Java, Swift, Kotlin)",0.8194,data\raw\jds\cntt\jd_1022_ky_su_cau_noi.txt
1023,.NET Nhà phát triển (Senior/Lead),6,"Developer / Java (Java, MySQL, Oracle)",0.3689,data\raw\jds\cntt\jd_1023_net_nha_phat_trien_seniorlead.txt
1024,Nhân Viên Graphic Designer 2D Hàng Nội Địa Nhật,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.536,data\raw\jds\cntt\jd_1024_nhan_vien_graphic_designer_2d_hang_noi_i.txt
1025,Kỹ sư nghiên cứu HPC,11,"IT / Quản (VMware, Triển khai và vận hành hệ thống VOIP (Asterisk, FreePbx, FreeSWITCH, Kamailio, OpenSIPS, 3CX), Giao thức SIP, RTP, WebRTC, STUN/TURN/ICE, NAT Traversal)",0.5976,data\raw\jds\cntt\jd_1025_ky_su_nghien_cuu_hpc.txt
1026,Nhân Viên Kinh Doanh Mảng Digital Marketing,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.6771,data\raw\jds\cntt\jd_1026_nhan_vien_kinh_doanh_mang_digital_market.txt
1027,Nhân Viên Kĩ Thuật Hạ Tầng,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.5836,data\raw\jds\cntt\jd_1027_nhan_vien_ki_thuat_ha_tang.txt
1028,"Kỹ Sư Lập Trình Embedded/IoT (C/C++/C#, Python)",2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5717,data\raw\jds\cntt\jd_1028_ky_su_lap_trinh_embeddediot_ccc_python.txt
1029,Giảng Viên Dạy Lập Trình Cho Trẻ Part Time,15,"Developer / Tiếng (Java, Swift, Kotlin)",0.8288,data\raw\jds\cntt\jd_1029_giang_vien_day_lap_trinh_cho_tre_part_ti.txt
1030,Trưởng Nhóm Lập Trình,6,"Developer / Java (Java, MySQL, Oracle)",0.4078,data\raw\jds\cntt\jd_1030_truong_nhom_lap_trinh.txt
1031,Java Team Leader,6,"Developer / Java (Java, MySQL, Oracle)",0.4977,data\raw\jds\cntt\jd_1031_java_team_leader.txt
1032,Lãnh đạo kỹ thuật ReactJS,8,"Developer / Nhà (CSS, HTML, JavaScript)",0.3774,data\raw\jds\cntt\jd_1032_lanh_ao_ky_thuat_reactjs.txt
1033,Nhà phát triển đám mây tiếp thị Saleforce,8,"Developer / Nhà (CSS, HTML, JavaScript)",0.5623,data\raw\jds\cntt\jd_1033_nha_phat_trien_am_may_tiep_thi_saleforce.txt
1034,Nhà phát triển Thương mại Liferay cao cấp,6,"Developer / Java (Java, MySQL, Oracle)",0.4673,data\raw\jds\cntt\jd_1034_nha_phat_trien_thuong_mai_liferay_cao_ca.txt
1035,Nhân Viên Photoshop,13,"3D / Thiết (Photoshop, Unity, Maya)",0.6578,data\raw\jds\cntt\jd_1035_nhan_vien_photoshop.txt
1036,Nhân Viên Kinh Doanh Máy In,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.618,data\raw\jds\cntt\jd_1036_nhan_vien_kinh_doanh_may_in.txt
1037,Data & Business Intelligence Leader,14,"tích / Phân (SQL, Excel, Python)",0.5209,data\raw\jds\cntt\jd_1037_data_business_intelligence_leader.txt
1038,Nhân Viên Sale Phần Mềm Marketing,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.465,data\raw\jds\cntt\jd_1038_nhan_vien_sale_phan_mem_marketing.txt
1039,Thực Tập Sinh Motion Graphic Designer,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.4543,data\raw\jds\cntt\jd_1039_thuc_tap_sinh_motion_graphic_designer.txt
1040,Thực Tập Sinh Graphic Designer,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.5731,data\raw\jds\cntt\jd_1040_thuc_tap_sinh_graphic_designer.txt
1041,Design Media,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4847,data\raw\jds\cntt\jd_1041_design_media.txt
1042,Nhân Viên Tư Vấn,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.5872,data\raw\jds\cntt\jd_1042_nhan_vien_tu_van.txt
1043,Thiết Kế Đồ Họa,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3222,data\raw\jds\cntt\jd_1043_thiet_ke_o_hoa.txt
1044,Nhân Viên Sale,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.586,data\raw\jds\cntt\jd_1044_nhan_vien_sale.txt
1045,Nhà thiết kế đồ họa (Chuyên Thumbnail YouTube),3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.8022,data\raw\jds\cntt\jd_1045_nha_thiet_ke_o_hoa_chuyen_thumbnail_yout.txt
1046,Thiết Kế Landing Page,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.9821,data\raw\jds\cntt\jd_1046_thiet_ke_landing_page.txt
1047,UI/UX Designer,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4344,data\raw\jds\cntt\jd_1047_uiux_designer.txt
1048,Chuyên Viên Thiết Kế Đồ Họa,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.2624,data\raw\jds\cntt\jd_1048_chuyen_vien_thiet_ke_o_hoa.txt
1049,Animation,13,"3D / Thiết (Photoshop, Unity, Maya)",0.6849,data\raw\jds\cntt\jd_1049_animation.txt
1050,Chuyên Viên Thiết Kế Đồ Họa,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.2624,data\raw\jds\cntt\jd_1050_chuyen_vien_thiet_ke_o_hoa.txt
1051,Thiết kế đồ họa (in pod theo yêu cầu),3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3842,data\raw\jds\cntt\jd_1051_thiet_ke_o_hoa_in_pod_theo_yeu_cau.txt
1052,Chuyên Viên Thiết Kế,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3452,data\raw\jds\cntt\jd_1052_chuyen_vien_thiet_ke.txt
1053,Chuyên Viên Thiết Kế,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3452,data\raw\jds\cntt\jd_1053_chuyen_vien_thiet_ke.txt
1054,Giám đốc điều hành bán hàng Fresher (phần mềm),0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.7422,data\raw\jds\cntt\jd_1054_giam_oc_ieu_hanh_ban_hang_fresher_phan_m.txt
1055,Trưởng Phòng Kỹ Thuật,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.564,data\raw\jds\cntt\jd_1055_truong_phong_ky_thuat.txt
1056,Tư Vấn Thiết Kế Hệ Thống Điện Nhẹ ELV,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.6034,data\raw\jds\cntt\jd_1056_tu_van_thiet_ke_he_thong_ien_nhe_elv.txt
1057,Nhân Viên Tư Vấn Phần Mềm,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.7088,data\raw\jds\cntt\jd_1057_nhan_vien_tu_van_phan_mem.txt
1058,Quản lý tài khoản,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.7353,data\raw\jds\cntt\jd_1058_quan_ly_tai_khoan.txt
1059,Nhân Viên Kinh Doanh,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.4877,data\raw\jds\cntt\jd_1059_nhan_vien_kinh_doanh.txt
1060,Trưởng Phòng Gia Công CNC,1,"CNC / Máy (Lập trình CNC, NX, Mastercam)",0.6336,data\raw\jds\cntt\jd_1060_truong_phong_gia_cong_cnc.txt
1061,Nhân Viên IT,18,"Nhà / kinh (Jira, Figma, Confluence)",0.6312,data\raw\jds\cntt\jd_1061_nhan_vien_it.txt
1062,Nhân Viên Thiết Kế Đồ Họa,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.2691,data\raw\jds\cntt\jd_1062_nhan_vien_thiet_ke_o_hoa.txt
1063,Cộng sự QA/QC,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5812,data\raw\jds\cntt\jd_1063_cong_su_qaqc.txt
1064,Quản lý tăng trưởng sản phẩm,14,"tích / Phân (SQL, Excel, Python)",0.6352,data\raw\jds\cntt\jd_1064_quan_ly_tang_truong_san_pham.txt
1065,Cộng Tác Viên Thiết Kế Đồ Họa,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.4911,data\raw\jds\cntt\jd_1065_cong_tac_vien_thiet_ke_o_hoa.txt
1066,Chủ sở hữu sản phẩm cao cấp (FinTech),19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.5772,data\raw\jds\cntt\jd_1066_chu_so_huu_san_pham_cao_cap_fintech.txt
1067,Giám đốc tăng trưởng sản phẩm (FinTech),14,"tích / Phân (SQL, Excel, Python)",0.6037,data\raw\jds\cntt\jd_1067_giam_oc_tang_truong_san_pham_fintech.txt
1068,Nhân Viên Thiết Kế Đồ Họa,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4178,data\raw\jds\cntt\jd_1068_nhan_vien_thiet_ke_o_hoa.txt
1069,Nhân Viên Thiết Kế (Print On Demand),3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.4403,data\raw\jds\cntt\jd_1069_nhan_vien_thiet_ke_print_on_demand.txt
1070,Nhân Viên IT,11,"IT / Quản (VMware, Triển khai và vận hành hệ thống VOIP (Asterisk, FreePbx, FreeSWITCH, Kamailio, OpenSIPS, 3CX), Giao thức SIP, RTP, WebRTC, STUN/TURN/ICE, NAT Traversal)",0.7618,data\raw\jds\cntt\jd_1070_nhan_vien_it.txt
1071,Nhân Viên Kinh Doanh,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.5104,data\raw\jds\cntt\jd_1071_nhan_vien_kinh_doanh.txt
1072,Huấn luyện viên phần mềm hậu cần,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.8455,data\raw\jds\cntt\jd_1072_huan_luyen_vien_phan_mem_hau_can.txt
1073,Nhân Viên Tư Vấn Bán Hàng,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.5899,data\raw\jds\cntt\jd_1073_nhan_vien_tu_van_ban_hang.txt
1074,Nhân Viên Kinh Doanh,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.4653,data\raw\jds\cntt\jd_1074_nhan_vien_kinh_doanh.txt
1075,Phát triển kinh doanh cao cấp,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.5215,data\raw\jds\cntt\jd_1075_phat_trien_kinh_doanh_cao_cap.txt
1076,Nhân Viên Thiết Kế Print-On-Demand,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3973,data\raw\jds\cntt\jd_1076_nhan_vien_thiet_ke_print_on_demand.txt
1077,Chuyên Viên Thiết Kế Đồ Họa,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.283,data\raw\jds\cntt\jd_1077_chuyen_vien_thiet_ke_o_hoa.txt
1078,Nhân Viên Thiết Kế,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4423,data\raw\jds\cntt\jd_1078_nhan_vien_thiet_ke.txt
1079,Nhân Viên Animation 2D,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.8681,data\raw\jds\cntt\jd_1079_nhan_vien_animation_2d.txt
1080,Nhân Viên Kinh Doanh Chữ Ký Số,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.768,data\raw\jds\cntt\jd_1080_nhan_vien_kinh_doanh_chu_ky_so.txt
1081,Kỹ Thuật Viên Lập Trình CNC,1,"CNC / Máy (Lập trình CNC, NX, Mastercam)",0.5454,data\raw\jds\cntt\jd_1081_ky_thuat_vien_lap_trinh_cnc.txt
1082,Trưởng Nhóm Thiết Kế Đồ Họa,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.6725,data\raw\jds\cntt\jd_1082_truong_nhom_thiet_ke_o_hoa.txt
1083,Chuyên Viên IT – Hỗ Trợ Vận Hành,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.3956,data\raw\jds\cntt\jd_1083_chuyen_vien_it_ho_tro_van_hanh.txt
1084,Design,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.5999,data\raw\jds\cntt\jd_1084_design.txt
1085,Video/Camera Editor,13,"3D / Thiết (Photoshop, Unity, Maya)",0.6966,data\raw\jds\cntt\jd_1085_videocamera_editor.txt
1086,Nhân Viên Thiết Kế Đồ Hoạ,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3518,data\raw\jds\cntt\jd_1086_nhan_vien_thiet_ke_o_hoa.txt
1087,Trợ Lý Dự Án Xử Lý Hình Ảnh (Kỹ Năng Photoshop),9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4948,data\raw\jds\cntt\jd_1087_tro_ly_du_an_xu_ly_hinh_anh_ky_nang_phot.txt
1088,Kỹ Sư BIM,18,"Nhà / kinh (Jira, Figma, Confluence)",0.6999,data\raw\jds\cntt\jd_1088_ky_su_bim.txt
1089,Nhân Viên Design Marketing,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3925,data\raw\jds\cntt\jd_1089_nhan_vien_design_marketing.txt
1090,Graphic Designer/Thiết Kế Đồ Họa,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.4095,data\raw\jds\cntt\jd_1090_graphic_designerthiet_ke_o_hoa.txt
1091,Nhân Viên Kinh Doanh,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.4653,data\raw\jds\cntt\jd_1091_nhan_vien_kinh_doanh.txt
1092,Nhà phân tích kinh doanh cao cấp,18,"Nhà / kinh (Jira, Figma, Confluence)",0.477,data\raw\jds\cntt\jd_1092_nha_phan_tich_kinh_doanh_cao_cap.txt
1093,Thực Tập Sinh Thiết Kế (Intern Designer),7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.5113,data\raw\jds\cntt\jd_1093_thuc_tap_sinh_thiet_ke_intern_designer.txt
1094,IT Infrastructure,17,"Hệ / Engineer (Linux, Network, Storage)",0.633,data\raw\jds\cntt\jd_1094_it_infrastructure.txt
1095,Thực Tập Sinh Marketing/ Digital MKT Fullstack,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.7658,data\raw\jds\cntt\jd_1095_thuc_tap_sinh_marketing_digital_mkt_full.txt
1096,Nhà phân tích kinh doanh,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.6156,data\raw\jds\cntt\jd_1096_nha_phan_tich_kinh_doanh.txt
1097,Nhân Viên Tư Vấn Qua Điện Thoại,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.6769,data\raw\jds\cntt\jd_1097_nhan_vien_tu_van_qua_ien_thoai.txt
1098,Network Engineer,17,"Hệ / Engineer (Linux, Network, Storage)",0.5477,data\raw\jds\cntt\jd_1098_network_engineer.txt
1099,Nhà phát triển Unity (Casual/Puzze) - Junior/Middle,13,"3D / Thiết (Photoshop, Unity, Maya)",0.5779,data\raw\jds\cntt\jd_1099_nha_phat_trien_unity_casualpuzze_juniorm.txt
1100,Nhân Viên Phân Tích Dữ Liệu (Tiếng Trung),14,"tích / Phân (SQL, Excel, Python)",0.8136,data\raw\jds\cntt\jd_1100_nhan_vien_phan_tich_du_lieu_tieng_trung.txt
1101,Nhân Viên Gán Nhãn Dữ Liệu Tiếng Nhật (Từ N3)-Tiếng Anh (B2),5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.815,data\raw\jds\cntt\jd_1101_nhan_vien_gan_nhan_du_lieu_tieng_nhat_tu.txt
1102,Mobile Android Developer (Kotlin),2,"Engineer / Developer (Python, Docker, Kubernetes)",0.4744,data\raw\jds\cntt\jd_1102_mobile_android_developer_kotlin.txt
1103,Nhân Viên Gán Nhãn Dữ Liệu Song Ngữ Tiếng Hàn (TOPIK 4) Và Tiếng Anh (B2),15,"Developer / Tiếng (Java, Swift, Kotlin)",0.8216,data\raw\jds\cntt\jd_1103_nhan_vien_gan_nhan_du_lieu_song_ngu_tien.txt
1104,Chuyên Viên Lập Trình Python-Odoo,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5621,data\raw\jds\cntt\jd_1104_chuyen_vien_lap_trinh_python_odoo.txt
1105,Android Developer,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5222,data\raw\jds\cntt\jd_1105_android_developer.txt
1106,IT Project Manager,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.5329,data\raw\jds\cntt\jd_1106_it_project_manager.txt
1107,Nhà phân tích kinh doanh trung bình,18,"Nhà / kinh (Jira, Figma, Confluence)",0.8304,data\raw\jds\cntt\jd_1107_nha_phan_tich_kinh_doanh_trung_binh.txt
1108,Nhà phát triển Unity (Casual/Puzze) - Fresher hơn,15,"Developer / Tiếng (Java, Swift, Kotlin)",0.6991,data\raw\jds\cntt\jd_1108_nha_phat_trien_unity_casualpuzze_fresher.txt
